id,category,shape,shape_type,triples,lexicalization,prefix
2271,MeanOfTransportation,(X (X)),,[<S> Fiat Croma <P> relatedMeanOfTransportation <O> Opel Vectra],"""Mae Fiat Croma a Opel Vectra yn ffurfiau cyfweliad cysylltiedig"".",Welsh
1194,SportsTeam,(X (X)),,[<S> Frank de Boer <P> club <O> Netherlands national football team],"""Roedd Frank De Bur yn chwarae ar gyfer tîm pêl-droed yr Nederlawn"".",Welsh
6635,CelestialBody,(X (X (X) (X))),mixed,"[<S> 1036 Ganymed <P> discoverer <O> Walter Baade, <S> Walter Baade <P> deathPlace <O> Göttingen, <S> Walter Baade <P> almaMater <O> University of Göttingen]","""Dysgynnodd Walter Baade, a oedd yn y Brifysgol Göttingen, a fu farw yn Göttingen. """,Welsh
3492,Artist,(X (X) (X)),sibling,"[<S> Albennie Jones <P> genre <O> Jazz, <S> Albennie Jones <P> background <O> ""solo singer""]","""Albennie Jones, artist jazz, yw cantwr solo. ""Albennie Jones, artist jazz, mae ganddo cefndir fel cantwr solo. ""Albennie Jones yw cantwr solo ac yn perfformio cerddoriaeth jazz.",Welsh
2772,SportsTeam,(X (X)),,[<S> AZAL Arena <P> location <O> Shuvalan],"""Mae'r Arena AZAL yn Shuvalan. "" ""Mae'r Arena AZAL yn Shuvalan. """,Welsh
3063,WrittenWork,(X (X)),,"[<S> A Severed Wasp <P> libraryofCongressClassification <O> ""PS3523.E55 S4 1982""]","""PS3523.E55 S4 1982 yw Cyflogiad Llyfrgell y Gyngres o ""A Severed Wasp""."", ""Mae Cyflogiad Llyfrgell y Gyngres o A Severed Wasp yn PS3523.E55 S4 1982.""",Welsh
11068,Airport,(X (X (X) (X) (X) (X))),mixed,"[<S> Andrews County Airport <P> location <O> Texas, <S> Texas <P> largestCity <O> Houston, <S> Texas <P> capital <O> Austin, Texas, <S> Texas <P> demonym <O> Texan, <S> Texas <P> country <O> United States]","""Yn Texas (Y Unol Daleithiau), mae'r Texas yn cael eu galw'n Texans a'r prifddinas yw Austin. Mae'r ddinas fwyaf yn Houston a'r maes awyr Sir Andrews yn cael ei leoli yn Texas. "" ""Mae'r maes awyr Sir Andrews yn cael ei ddarganfod yn Texas, lle mae'r ddinas fwyaf yn Houston a'r prifddinas y wladwriaeth yn Austin. Mae dinasyddion Texas, yr Unol Daleithiau yn cael eu galw'n Texans. """,Welsh
7190,Food,(X (X (X) (X))),mixed,"[<S> Bacon Explosion <P> country <O> United States, <S> United States <P> leader <O> Barack Obama, <S> United States <P> ethnicGroup <O> African Americans]","""Mae America Affricanaidd yn grŵp ethnig yn yr Unol Daleithiau a fydd yn arweinydd Barack Obama. Mae'r Esblosiad Bacon yn dod o'r wlad honno. """,Welsh
7032,Company,(X (X) (X) (X)),sibling,"[<S> Chinabank <P> foundingDate <O> 1920-08-16, <S> Chinabank <P> service <O> Banking, <S> Chinabank <P> numberOfEmployees <O> 5594]","""Mae Chinabank yn banc gyda 5594 o weithwyr a sefydlwyd ar 16 Awst 1920."", ""Chinabank, gwasanaeth banc a sefydlwyd ar 08-16-1920, sydd â 5594 o weithwyr."", ""Chinabank, a sefydlwyd ar 16 Awst, 1920, sydd â 5594 o weithwyr ac yn darparu gwasanaethau banc i cwsmeriaid."", ""Chinabank, a sefydlwyd ar 16 Awst, 1920, sydd â 5594 o weithwyr sy'n darparu gwasanaethau banc i cwsmeriaid."", ""Chinabank, a sefydlwyd ar 1920-08-16 ac yn cyf",Welsh
3251,Airport,(X (X) (X)),sibling,"[<S> Al-Taqaddum Air Base <P> runwayLength <O> 4019.0, <S> Al-Taqaddum Air Base <P> cityServed <O> Fallujah]","""Mae hyd y llwybr awyr Al-Taqaddum yn 4019.0 ac mae'n gwasanaethu dinas Fallujah"".",Welsh
1138,Building,(X (X)),,[<S> Mason School of Business <P> country <O> United States],"""Mae Ysgol Busnes Mason yn cael ei leoli yn yr Unol Daleithiau"".",Welsh
10312,Monument,(X (X) (X (X) (X))),mixed,"[<S> Turkey <P> leader <O> Ahmet Davutoğlu, <S> Turkey <P> capital <O> Ankara, <S> Atatürk Monument (İzmir) <P> inaugurationDate <O> ""1932-07-27"", <S> Atatürk Monument (İzmir) <P> location <O> Turkey]","""Cyrwyd Cofmyrion Atatürk yn Izmir, Twrci, a oedd yn cael ei arwain gan Ahmet Davutoglu ac mae Ankara fel ei brifddinas, ar 27 Gorffennaf, 1932.",Welsh
7839,Politician,(X (X) (X) (X)),sibling,"[<S> Albert Jennings Fountain <P> party <O> Republican Party (United States), <S> Albert Jennings Fountain <P> birthPlace <O> New York City, <S> Albert Jennings Fountain <P> office <O> President pro tempore of the Texas Senate]","""Roedd Albert Jennings Fountain, a anwyd yn Efrog Newydd, yn gweithio fel Arlywydd Pro Tempore o Senedd Texas ac oedd yn aelod o'r Blaid Gyfreibyddol yn yr Unol Daleithiau. """,Welsh
4051,Food,(X (X) (X) (X) (X)),sibling,"[<S> Bacon sandwich <P> mainIngredient <O> ""Bread and bacon, with a condiment, often ketchup or brown sauce"", <S> Bacon sandwich <P> country <O> United Kingdom, <S> Bacon sandwich <P> alternativeName <O> ""Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, bacon muffin"", <S> Bacon sandwich <P> ingredient <O> Bread]","""Mae'r sandwich gyda'r baicon wedi dod o'r Deyrnas Unedig. Mae ei cynhwysion yn bara, baicon a zbrifka, yn aml yn ketchup neu sauws brun. Mae gan y bled nifer o enwau, megis baicon patti, baicon sirni, rescher sandwich, baicon sandwich, pis-n-baicon, baicon kob, baicon barm a maffin gyda'r",Welsh
2589,Politician,(X (X)),,[<S> Antonis Samaras <P> inOfficeWhilePrimeMinister <O> Konstantinos Mitsotakis],"""Roedd Antonis Samaras yn swydd tra oedd Konstantinos Mitsotakis yn Prif Weinidog"".",Welsh
408,Building,(X (X)),,"[<S> Adisham Hall <P> buildingStartDate <O> ""1927""]","""Mae adeiladu Adisham Hall wedi dechrau yn 1927"", ""Mae Adisham Hall wedi dechrau adeiladu yn 1927"".",Welsh
7177,Food,(X (X) (X) (X)),sibling,"[<S> Ayam penyet <P> region <O> Singapore, <S> Ayam penyet <P> ingredient <O> Fried chicken, <S> Ayam penyet <P> country <O> Indonesia]","""Mae'r penyet wedi'i frwydro yn cynhwysion i Ayam penyet, o ran rhanbarth Singapore, y gellir ei gael hefyd yn Indonesia. """", Mae'r penyet wedi'i frwydro mewn"", ""Mae penyet wedi'i frwydro yn rhanbarth Singapore, Indonesia, ac un os yw'i gynhwysion yn frwydro poen"".",Welsh
3610,Artist,(X (X (X))),chain,"[<S> United Kingdom <P> leader <O> Elizabeth II, <S> Alfred Garth Jones <P> nationality <O> United Kingdom]","""Elizabet II yw arweinydd y Deyrnas Unedig, gwlad geni Alfred Garth Jones. """"Elizabet II yw arweinydd y Deyrnas Unedig, lle cafodd Alfred Garth Jones ei eni. """"Elizabet II yn arweinydd y Deyrnas Unedig, lle mae Elizabeth II yn arweinydd. """,Welsh
8728,Artist,(X (X (X)) (X (X))),mixed,"[<S> Alfred Garth Jones <P> deathPlace <O> London, <S> United Kingdom <P> leader <O> Elizabeth II, <S> Alfred Garth Jones <P> nationality <O> United Kingdom, <S> London <P> leader <O> Boris Johnson]","""Mae Alfred Garth Jones o'r Deyrnas Unedig, wedi marw yn Llundain. Mae arweinydd y ddinas yn Boris Johnson ac mae'r wlad yn cael ei arwain gan Elizabeth II. """,Welsh
12707,University,(X (X (X)) (X (X) (X))),mixed,"[<S> Acharya Institute of Technology <P> wasGivenTheTechnicalCampusStatusBy <O> All India Council for Technical Education, <S> All India Council for Technical Education <P> location <O> Mumbai, <S> Karnataka <P> hasToItsNortheast <O> Telangana, <S> Karnataka <P> hasToItsWest <O> Arabian Sea, <S> Acharya Institute of Technology <P> state <O> Karnataka]","""Mae gan wladwriaeth Karnataka Telangana i'r gogledd-ddwyrain a'r môr Arabaidd i'r gorllewin. Mae'n lleoliad y Sefydliad Technoleg Acharya a gafodd statws Campws Technegol gan Gyngor y Byd i gyd ar gyfer Addysg Technegol yn Mumbai. """,Welsh
2194,MeanOfTransportation,(X (X)),,[<S> American submarine NR-1 <P> topSpeed <O> 8.334],"""Mae cyflymder uchaf y llong-dŵr Americanaidd NR-1 yn 8,334. "" ""Mae cyflymder uchaf y llong-dŵr Americanaidd, NR-1, yn 8,334 km/h"".",Welsh
3018,WrittenWork,(X (X)),,[<S> AIDS (journal) <P> academicDiscipline <O> HIV/AIDS],"""Mae'r cylchgrawn AIDS yn astudio HIV/AIDS. """", Mae'r cylchgrawn Aids yn HIV/AIDS. """", Mae'r cylchgrawn AIDS yn perthyn i'r dysggrawn academaidd, HIV/AIDS"".",Welsh
4624,Food,(X (X) (X)),sibling,"[<S> Bakewell pudding <P> region <O> Derbyshire Dales, <S> Bakewell pudding <P> mainIngredient <O> ""Ground almond, jam, butter, eggs""]","""Mae'r pudding yn cynnwys almond, jam, boter a gwiau fel prif gynhwysion ac mae'n wreiddiol o'r Derbyshire Dales. """", Mae'r pudding yn wreiddiol o'r Derbyshire Dales a'r cynhwysion yn cynnwys almond, jam, boter a gwiau. """", Mae'r pudding yn cynnwys almond, jam, boter a gwiau fel prif gynhwysion a'r cynnyrch o'r Derbyshire Dales. """,Welsh
7720,Politician,(X (X) (X (X))),mixed,"[<S> Abel Caballero <P> inOfficeWhileMonarch <O> Juan Carlos I of Spain, <S> Juan Carlos I of Spain <P> predecessor <O> Francisco Franco, <S> Abel Caballero <P> birthPlace <O> Ponteareas]","""Born yn Ponteareas, roedd Abel Caballero yn swydd yn ystod deyrnasiad y Monarch, Juan Carlos I o Sbaen, a oedd yn dilyn, Francisco Franco. "" ""Abel Caballero cafodd ei eni yn Ponteareas ac roedd yn swydd yn ystod deyrnasiad Brenin Juan Carlos I o Sbaen a oedd yn swydd yn ystod deyrnasiad y Brenin Juan Carlos I a oedd ei gynhaliaeth yn Francisco Franco. """,Welsh
8564,Airport,(X (X) (X (X) (X))),mixed,"[<S> Atlantic City International Airport <P> elevationAboveTheSeaLevel <O> 23.0, <S> Atlantic City International Airport <P> location <O> Egg Harbor Township, New Jersey, <S> Egg Harbor Township, New Jersey <P> country <O> United States, <S> Egg Harbor Township, New Jersey <P> isPartOf <O> Atlantic County, New Jersey]","""Mae Aerfennau Rhyngwladol Atlantic City yn lleoli yn Egg Harbor Township, New Jersey, yr Unol Daleithiau, mae'r Egg Harbor Township, New Jersey yn rhan o Atlantic County, New Jersey, mae'r aerfen yn 23.0 uwchben lefel y môr. """,Welsh
422,Artist,(X (X)),,[<S> Alfred Garth Jones <P> birthYear <O> 1872],"""Roedd Alfred Garth Jones wedi geni yn 1872. """,Welsh
5276,Astronaut,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Alan Shepard <P> almaMater <O> ""NWC, M.A. 1957"", <S> Alan Shepard <P> deathPlace <O> California, <S> Alan Shepard <P> occupation <O> Test pilot, <S> Alan Shepard <P> birthPlace <O> New Hampshire, <S> Alan Shepard <P> nationality <O> United States, <S> Alan Shepard <P> birthDate <O> ""1923-11-18""]","""Born Alan Sheppard (Cyrddon America) ar 18 Tachwedd 1923 yn New Hampshire. Gorchwiliodd NWC yn 1957 yn Magister Gwyddorau Humanitar.",Welsh
4923,MeanOfTransportation,(X (X) (X)),sibling,"[<S> Aston Martin V8 <P> bodyStyle <O> Convertible, <S> Aston Martin V8 <P> engine <O> 5.3 (litres)]","""Mae'r Aston Martin V8 yn drigoedd gyda motor 5.3l."", ""Mae'r Aston Martin V8 yn drigoedd gyda motor 5.3l."", ""Mae 5.3l yn gyfradd y motor o'r Aston MArtin V8 sydd yn drigoedd"".",Welsh
1005,Building,(X (X)),,[<S> Addis Ababa City Hall <P> buildingStartDate <O> 1961],"""Mae adeiladu ar Gynghrair Ddinas Addis Ababa wedi dechrau yn 1961."" ""Dyddiad dechrau adeiladu Gynghrair Ddinas Addis Ababa oedd 1961."" ""Fe ddechreuodd adeiladu Gynghrair Ddinas Addis Ababa yn 1961.""",Welsh
985,Food,(X (X)),,[<S> Malaysia <P> leader <O> Najib Razak],"""Nadjib Tun Razak  arweinydd Malesia. """",Ime arweinydd Malesia Nadjib Tun Razak. """,Welsh
5480,Astronaut,(X (X) (X) (X) (X) (X) (X) (X)),sibling,"[<S> Elliot See <P> almaMater <O> University of Texas at Austin, <S> Elliot See <P> deathPlace <O> St. Louis, <S> Elliot See <P> birthDate <O> ""1927-07-23"", <S> Elliot See <P> birthPlace <O> Dallas, <S> Elliot See <P> deathDate <O> ""1966-02-28"", <S> Elliot See <P> occupation <O> Test pilot, <S> Elliot See <P> nationality <O> United States]","""Bornodd Elliott Si yn Dallas, yr Unol Daleithiau, ar 23 Gorffennaf 1927. Roedd yn ddysgwr Prifysgol Texas yn Austin. Bu farw Elliott Si yn St. Louis ar 28 Chwefror 1966.",Welsh
11443,Astronaut,(X (X) (X) (X) (X (X))),mixed,"[<S> Elliot See <P> almaMater <O> University of Texas at Austin, <S> University of Texas at Austin <P> affiliation <O> University of Texas System, <S> Elliot See <P> birthDate <O> ""1927-07-23"", <S> Elliot See <P> birthPlace <O> Dallas, <S> Elliot See <P> deathPlace <O> St. Louis]","""Eiliot See a enwyd yn Dallas ar 23 Gorffennaf 1927. Graddodd o Brifysgol Texas yn Austin sy'n gysylltiedig â system Prifysgol Texas. Bu farw yn St. Louis. ""Elliot See wedi marw yn St. Louis.",Welsh
12403,MeanOfTransportation,(X (X (X (X (X) (X))))),mixed,"[<S> Germany <P> capital <O> Berlin, <S> Germany <P> demonym <O> Germans, <S> Neptun Werft <P> city <O> Rostock, <S> Rostock <P> country <O> Germany, <S> A-Rosa Luna <P> builder <O> Neptun Werft]","""Roedd A-Rosa Luna yn cael ei adeiladu gan Neptun Werft sydd yn lleoli yn Rostock, yn yr Almaen. Mae Berlin yn brifddinas yr Almaen lle mae Almaenwyr yn y demoniaidd ar gyfer pobl sy'n byw yno. """,Welsh
3925,Building,(X (X (X))),chain,"[<S> Adare <P> isPartOf <O> Munster, <S> Adare Manor <P> location <O> Adare]","""Mae Adare Manor yn Adare sy'n rhan o Munster. "" ""Adare Manor yn Adare, Munster. """,Welsh
4601,Food,(X (X) (X)),sibling,"[<S> Bacon sandwich <P> country <O> United Kingdom, <S> Bacon sandwich <P> ingredient <O> Brown sauce]","""Mae sos brown yn gynhwysedd mewn sandwich bacon sy'n boblogaidd yn y DU. "" ""Mae sandwich bacon gyda sos brown yn boblogaidd yn y DU. "" ""Mae cynhwysedd mewn sandwc bacon sy'n saws brown a sandwcis bacon yn boblogaidd yn y DU"".",Welsh
6948,ComicsCharacter,(X (X) (X) (X)),sibling,"[<S> Airman (comicsCharacter) <P> creator <O> Harry Sahle, <S> Airman (comicsCharacter) <P> alternativeName <O> ""Drake Stevens"", <S> Airman (comicsCharacter) <P> creator <O> George Kapitan]","""Airman, AKA Drake Stevens a grëwyd gan Harry Sahle a George Kapitan. "" ""Mae enw arall y cymeriad comediad Airman yn ""Drake Stevens"".",Welsh
11228,Artist,(X (X) (X) (X (X) (X))),mixed,"[<S> Albennie Jones <P> genre <O> Rhythm and blues, <S> Albennie Jones <P> background <O> ""solo singer"", <S> Rhythm and blues <P> stylisticOrigin <O> Blues, <S> Albennie Jones <P> birthPlace <O> Errata, Mississippi, <S> Rhythm and blues <P> derivative <O> Disco]","""Albennie Jones, sy'n cael ei eni yn Errata, Mississippi, yw cantwr solo R a B. Rhythm a blues yn dod o'r blues ac R a B wedi helpu i greu disco flynyddoedd lawer yn ddiweddarach. ""Albennie Jones, cantwr solo rhythm a blues, cafodd ei eni yn Errata, Mississippi. Mae cerddoriaeth rhythm a blues wedi'i lofnodi gan blues ac mae'n cael ei ddal i disco.",Welsh
4351,SportsTeam,(X (X) (X) (X) (X)),sibling,"[<S> AFC Ajax (amateurs) <P> nickname <O> ""Lucky Ajax"", <S> AFC Ajax (amateurs) <P> season <O> 2014–15 Topklasse, <S> AFC Ajax (amateurs) <P> numberOfMembers <O> 5000, <S> AFC Ajax (amateurs) <P> fullName <O> ""Amsterdamsche Football Club Ajax Amateurs""]","""Polneym FK ""Ayax (amethwyr)  - Amsterdamsky football club Ayax (amethwyr)  i'w enwog - Счастливчик Аякс. Chwaraeodd yn Topklasse (Nederlaind) yn y tymor 2014-2015 ac mae ganddo 5000 o aelodau.",Welsh
1969,Food,(X (X) (X)),sibling,"[<S> Bacon sandwich <P> dishVariation <O> BLT, <S> Bacon sandwich <P> ingredient <O> Ketchup]","""Variacja sэндwicha z beconom - sandwich BiElT, sydd â'i egwyddor yn un o'r cynhwysion o'r ketchup. """,Welsh
12976,University,(X (X) (X) (X) (X (X) (X))),mixed,"[<S> AWH Engineering College <P> country <O> India, <S> Kerala <P> leader <O> Kochi, <S> AWH Engineering College <P> academicStaffSize <O> 250, <S> AWH Engineering College <P> state <O> Kerala, <S> Kerala <P> hasToItsNorthwest <O> Mahé, India, <S> AWH Engineering College <P> city <O> ""Kuttikkattoor""]","""Mae'r Coleg Weinisiniaeth AWH yn lleoli yn Kuttikkattoor, Kerala, India. Mae ganddo 250 staff academaidd. Mae Kerala yn Mahe, India i'w gogledd-orllewin a'i arweinydd yw Kochi. """,Welsh
11697,CelestialBody,(X (X) (X) (X) (X) (X)),sibling,"[<S> (19255) 1994 VK8 <P> epoch <O> 2006-12-31, <S> (19255) 1994 VK8 <P> mass <O> 5.6 (kilograms), <S> (19255) 1994 VK8 <P> orbitalPeriod <O> 8788850000.0, <S> (19255) 1994 VK8 <P> escapeVelocity <O> 0.0925 (kilometrePerSeconds), <S> (19255) 1994 VK8 <P> apoapsis <O> 6603633000.0 (kilometres)]","""Il-VK8 tal-255 1994 għandu massa ta' 5.6 kilogrammi u perjodu orbitali ta' 8,788,850,000 jum.",Maltese
12960,Monument,(X (X) (X) (X (X) (X) (X))),mixed,"[<S> Dead Man's Plack <P> location <O> England, <S> England <P> ethnicGroup <O> British Arabs, <S> England <P> capital <O> London, <S> Dead Man's Plack <P> dedicatedTo <O> Æthelwald, Ealdorman of East Anglia, <S> England <P> language <O> Cornish language, <S> Dead Man's Plack <P> material <O> Rock (geology)]","""Il-Plakka tal-Mut li hija magħmula minn rka u hija ddedikata lil Æthelwald, Ealdorman tal-Lvant Anglia, tinsab fl-Ingilterra. Il-kapitali tal-Ingilterra hija Londra u l-Arabi Brittaniċi huma grupp etniku li jitkellem hemm.",Maltese
10818,WrittenWork,(X (X) (X (X) (X))),mixed,"[<S> AIP Advances <P> editor <O> A.T. Charlie Johnson, <S> A.T. Charlie Johnson <P> almaMater <O> Harvard University, <S> A.T. Charlie Johnson <P> residence <O> United States, <S> AIP Advances <P> publisher <O> American Institute of Physics]","""AIP Advances, ippubblikata mill-Istitut Amerikan tal-Fizika hija editata minn A.T. Charlie Johnson, li mar l-Università ta 'Harvard u jgħix fl-Istati Uniti. """", AIP Advances huwa editat mill-Istitut Amerikan tal-Fizika, AIP Advances huwa editat minn A T Charlie Johnson, li l-alma mater tiegħu hija l-Università ta' Harvard. Huma residenti fl-Istati Uniti. "", ""A T Charlie Johnson jgħix fl-Istati Uniti u huwa l-editur ta' AIP",Maltese
4502,Airport,(X (X) (X (X) (X) (X))),mixed,"[<S> Agra Airport <P> iataLocationIdentifier <O> ""AGR"", <S> Agra Airport <P> location <O> Uttar Pradesh, <S> Uttar Pradesh <P> isPartOf <O> Awadh, <S> Uttar Pradesh <P> leader <O> Ram Naik, <S> Uttar Pradesh <P> isPartOf <O> Bundelkhand]","""Ram Naik huwa l-mexxej ta 'l-Uttar Pradesh, parti ta 'Auda u Bundelkhand, fejn tinsab l-ajruport ta' Agra b'identifikatur AGR skont l-IATA. """",Ram Naik - mexxej ta 'l-Uttar Pradesh, parti ta 'Audi u Bundelkhand.",Maltese
7091,Food,(X (X) (X) (X)),sibling,"[<S> Ajoblanco <P> country <O> Spain, <S> Ajoblanco <P> region <O> Andalusia, <S> Ajoblanco <P> ingredient <O> Bread]","""Ħobż huwa ingredjent ta' Ajoblanco li huwa ikel li jinstab f'Andalusia, fl-Ispanya. "" ""Ħobż huwa ingredjent ta' Ajoblanco, li ġej mir-reġjun ta' Andalusia, fl-Ispanya. "" ""Ħobż huwa ingredjent ta' Ajoblanco li jinstab f'Andalusia u li joriġina minn Spanja. """,Maltese
11228,Artist,(X (X) (X) (X (X) (X))),mixed,"[<S> Albennie Jones <P> genre <O> Rhythm and blues, <S> Albennie Jones <P> background <O> ""solo singer"", <S> Rhythm and blues <P> stylisticOrigin <O> Blues, <S> Albennie Jones <P> birthPlace <O> Errata, Mississippi, <S> Rhythm and blues <P> derivative <O> Disco]","""Albennie Jones, ma kontx f'Errata, Mississippi, ma kontx qed ngħid biss R a B. Rhythm a blues u d-d-blues tiegħu AC R a B għenni nħolqu disko f'ħafna snin wara. ""Albennie Jones, ma kontx qed ngħid biss blues, ma kontx qed ngħid xejn dwar Errata, Mississippi.",Maltese
6572,Building,(X (X) (X (X))),mixed,"[<S> India <P> leader <O> T. S. Thakur, <S> Amdavad ni Gufa <P> location <O> Gujarat, <S> Amdavad ni Gufa <P> country <O> India]","""Amdavad ni Gufa tinsab fil-Gujarat, l-Indja. T S Thakur huwa mexxej tal-Indja. """,Maltese
13183,University,(X (X) (X (X)) (X (X)) (X (X))),mixed,"[<S> Acharya Institute of Technology <P> wasGivenTheTechnicalCampusStatusBy <O> All India Council for Technical Education, <S> All India Council for Technical Education <P> location <O> Mumbai, <S> Bangalore <P> founder <O> Kempe Gowda I, <S> Acharya Institute of Technology <P> city <O> Bangalore, <S> Acharya Institute of Technology <P> sportsOffered <O> Tennis, <S> Tennis <P> sportGoverningBody <O> International Tennis Federation, <S> Acharya Institute of Technology <P> affiliation <O> Visvesvaraya Technological University]","""L-Istitut tat-Teknoloġija Acharya jinsab f'Bangalore, il-belt li ġiet stabbilita minn Kempe Gowda. L-Istitut ingħata l-istatus ta' 'Kampus Tekniku' mill-Kunsill tal-Indja kollha għall-Edukazzjoni Teknika (li jinsab f'Mumbai). L-Istitut tat-Teknoloġija Acharya huwa affiljat mal-Università Teknoloġika Visvesvaraya u wieħed mill-isports offruti fil-kampus huwa t-tennis, li għandu bħala korp governattiv tiegħu l-",Maltese
